DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,Gen Ed,Social Studies,HS Government,157,6,26.2
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,Gen Ed,Social Studies,HS Social Studies Other,99,3,33
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,Gen Ed,Social Studies,HS US History,237,8,29.6
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,English,HS English 09,150,5,30
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,English,HS English 10,62,2,31
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,English,HS English 11,102,3,34
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,English,HS English 12,70,2,35
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Math,HS Algebra I,175,6,29.2
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Math,HS Algebra II,36,1,36
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Math,HS Geometry,66,2,33
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Science,HS Chemistry,33,1,33
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Science,HS Earth Science,33,1,33
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Science,HS Living Environment,106,3,35.3
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Science,HS Other Science,11,1,11
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Social Studies,HS Global History,139,4,34.8
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Social Studies,HS Social Studies Other,67,2,33.5
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,ICT,Social Studies,HS US History,66,2,33
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,English,HS English 09,29,2,14.5
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,English,HS English 10,17,2,8.5
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,English,HS English 11,13,1,13
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,English,HS English 12,13,1,13
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,Math,HS Algebra I,31,2,15.5
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,Math,HS Algebra II,9,1,9
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,Math,HS Geometry,14,1,14
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,Science,HS Living Environment,31,2,15.5
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,Social Studies,HS Global History,33,3,11
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,Social Studies,HS Government,13,1,13
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HS Core,SC,Social Studies,HS US History,13,1,13
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,MS Core,Accelerated,Science,MS Science Other,73,3,24.3
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,34,1,34
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,63,2,31.5
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,61,2,30.5
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,105,4,26.3
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,34,1,34
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,35,2,17.5
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,104,4,26
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,86,3,28.7
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,54,3,18
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,96,3,32
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,60,2,30
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,30,1,30
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,23,1,23
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,34,1,34
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Economics,105,4,26.3
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,97,3,32.3
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,60,2,30
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,English,HS English 09,72,2,36
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,English,HS English 10,64,2,32
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,English,HS English 11,32,1,32
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,46,2,23
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,43,2,21.5
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,56,2,28
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,61,2,30.5
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,136,4,34
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,32,1,32
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,MS Core,Gen Ed,English,MS English Core,93,3,31
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,MS Core,Gen Ed,Math,MS Math Core,77,3,25.7
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,MS Core,Gen Ed,Science,MS Science Core,61,2,30.5
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,93,3,31
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,16,1,16
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,MS Core,Accelerated,Science,MS Science Other,32,1,32
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,46,2,23
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,53,2,26.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,62,2,31
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,209,10,20.9
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,23,1,23
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,86,3,28.7
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,53,2,26.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,112,5,22.4
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,91,3,30.3
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,30,1,30
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,46,2,23
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,17,1,17
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,86,3,28.7
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,99,4,24.8
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,28,1,28
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,67,3,22.3
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,81,3,27
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,English,HS English 09,61,2,30.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,English,HS English 10,65,2,32.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,English,HS English 11,27,1,27
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,English,HS English Other,88,3,29.3
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,61,2,30.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,21,1,21
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,58,2,29
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Math,HS Math Other,46,2,23
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,19,1,19
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,65,2,32.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,61,2,30.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Science,HS Physics,31,1,31
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,126,4,31.5
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Government,24,1,24
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,18,1,18
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,33,1,33
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,English,HS English 09,26,1,26
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,English,HS English 10,33,1,33
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,English,HS English 11,96,3,32
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,English,HS English 12,69,2,34.5
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,English,HS English Other,100,5,20
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Math,HS Algebra I,30,1,30
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Math,HS Algebra II,107,4,26.8
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Math,HS Geometry,41,2,20.5
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Math,HS Math Other,156,6,26
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Science,HS Chemistry,30,1,30
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Science,HS Earth Science,66,3,22
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Science,HS Living Environment,21,1,21
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Science,HS Other Science,48,2,24
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Science,HS Physics,81,2,40.5
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Social Studies,HS Economics,64,2,32
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Social Studies,HS Global History,51,2,25.5
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Social Studies,HS Social Studies Other,88,3,29.3
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,Gen Ed,Social Studies,HS US History,90,3,30
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,English,HS English 09,92,3,30.7
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,English,HS English 10,94,3,31.3
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,English,HS English 11,53,2,26.5
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,English,HS English 12,66,2,33
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,English,HS English Other,50,2,25
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Math,HS Algebra I,74,3,24.7
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Math,HS Algebra II,25,1,25
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Math,HS Geometry,56,2,28
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Math,HS Math Other,57,2,28.5
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Science,HS Chemistry,99,3,33
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Science,HS Earth Science,62,2,31
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Science,HS Living Environment,95,3,31.7
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Science,HS Other Science,34,1,34
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Social Studies,HS Economics,70,2,35
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Social Studies,HS Global History,194,6,32.3
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Social Studies,HS Social Studies Other,24,1,24
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HS Core,ICT,Social Studies,HS US History,60,2,30
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,58,2,29
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,77,3,25.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,27,1,27
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,43,2,21.5
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,52,2,26
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,58,2,29
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,78,3,26
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,51,2,25.5
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,74,3,24.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,77,3,25.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,89,3,29.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,89,3,29.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,135,5,27
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,25,1,25
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,80,3,26.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,English,HS English 09,63,2,31.5
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,English,HS English 10,32,1,32
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,English,HS English 11,58,2,29
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,English,HS English 12,25,1,25
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,63,2,31.5
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,32,1,32
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,53,2,26.5
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Math,HS Math Other,20,1,20
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,32,1,32
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Science,HS Other Life Science,92,3,30.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Science,HS Physics,24,1,24
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,95,3,31.7
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,26,1,26
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,MS Core,Gen Ed,Math,MS Math Core,233,9,25.9
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,MS Core,Gen Ed,Science,MS Science Core,233,9,25.9
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,MS Core,ICT,Math,MS Math Core,79,3,26.3
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,MS Core,ICT,Science,MS Science Core,79,3,26.3
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,English,HS English 09,76,3,25.3
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,English,HS English 10,79,3,26.3
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,English,HS English 11,118,4,29.5
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,English,HS English 12,119,4,29.8
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,28,1,28
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,149,6,24.8
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Math,HS Geometry,95,3,31.7
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Math,HS Math Other,104,4,26
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,112,4,28
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,82,3,27.3
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,48,2,24
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,89,3,29.7
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Science,HS Physics,77,3,25.7
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,151,6,25.2
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,52,2,26
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,183,6,30.5
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,English,HS English 09,22,1,22
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,English,HS English 10,34,1,34
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,Math,HS Algebra I,25,1,25
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,Math,HS Algebra II,16,1,16
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,Math,HS Geometry,31,1,31
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,Science,HS Earth Science,17,1,17
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,Science,HS Living Environment,23,1,23
02M414,N.Y.C. MUSEUM SCHOOL,HS Core,ICT,Social Studies,HS Global History,62,2,31
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,66,3,22
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,80,3,26.7
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,111,4,27.8
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,137,5,27.4
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,47,2,23.5
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,126,4,31.5
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,66,2,33
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,358,13,27.5
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,127,5,25.4
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,102,4,25.5
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,61,2,30.5
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,116,4,29
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,211,7,30.1
02M419,LANDMARK HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,60,2,30
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,137,5,27.4
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,69,3,23
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,155,5,31
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,English,HS English 09,58,2,29
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,English,HS English 10,64,2,32
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,English,HS English 11,34,1,34
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,65,2,32.5
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,Math,HS Math Other,30,1,30
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,34,1,34
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,Science,HS Other Life Science,55,2,27.5
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,Science,HS Physics,32,1,32
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,58,2,29
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,89,3,29.7
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,125,4,31.3
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,125,5,25
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,173,6,28.8
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,28,1,28
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,113,4,28.3
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,119,4,29.8
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,223,8,27.9
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,151,5,30.2
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,154,5,30.8
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,42,2,21
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,222,8,27.8
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Economics,144,5,28.8
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,235,8,29.4
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,25,1,25
02M418,MILLENNIUM HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,114,4,28.5
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,English,HS English 09,57,2,28.5
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,English,HS English 10,59,2,29.5
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,English,HS English 11,23,1,23
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,56,2,28
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,33,1,33
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,60,2,30
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,59,2,29.5
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,57,2,28.5
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,Social Studies,HS Economics,29,1,29
02M418,MILLENNIUM HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,116,4,29
